reviewId,content,score,stemmed_text,sentiment_score_based,sentiment_textblob,sentiment_vader,sentiment_ensemble,textblob_polarity,vader_compound
67532525-a57a-4098-a54a-b552a376814a,"halo min, ini kenapa aplikasi jago sekarang jadi lemot banget ya, mau buka aja lama banget, sampai saya harus buka berkali kali, saya pakai xiaomi 13T, mohon untuk d cek min, soalnya menganggu banget untuk kebutuhan daily",3,halo min aplikasi jago sekarang jadi lot banget mau buka aja lama banget buka kali kali pakai xiaomi mohon cek min soal menganggu banget butuh daily,neutral,neutral,neutral,neutral,0.0,0.0
549c6978-97a3-42b2-848e-bcd4ffec2c48,"mantap , Alhamdulillah 🙏",5,mantap alhamdulillah,positive,neutral,neutral,neutral,0.0,0.0
863e8d21-ffea-496d-a768-b5bf7f962e4c,"tolong diperbaiki,setiap kali mau masuk aplikasi utk masuk pasword seharinya bisa 6 digit kenapa cuman 5 digit,setiap mau masuk ngak bisa harus hapus aplikasi dan install ulang aplikasi baru bisa.....pusing.....",3,baik kali mau masuk aplikasi masuk pasword hari digit cuman digit mau masuk ngak hapus aplikasi install ulang aplikasi baru pusing,neutral,neutral,neutral,neutral,0.0,0.0
e81af90b-d837-448f-b3f4-7aab826b77bf,sangat membantu,5,sangat bantu,positive,neutral,neutral,neutral,0.0,0.0
6468df73-0d08-49a6-8468-0e1413ef7b86,"kalo ada nilai bintang 0 , saya nilai bintang 0. untuk kalian semua jangan pake aplikasi ini. akun ga di apa-apain tiba-tiba dikunci . udah hubungin lewat whatsapp, email, telfon sampai habis pulsa 60 ribu . pertanyaan nya bolak-balik. pelayanan buruk. akun juga ada uangnya disana. rugi pulsa telfon dan akun tidak bisa login/dikunci .oii, masih ada uang saya di sana. baru pakek 3 hari ga di apa-apain tiba-tiba dikunci.",1,kalau nilai bintang nilai bintang kalian semua jangan pake aplikasi akun kunci hubungin lewat whatsapp email telfon habis pulsa ribu tanya nya layan buruk akun uang sana rugi pulsa telfon akun uang sana baru pakek hari kunci,negative,neutral,neutral,neutral,0.0,0.0
72bf0532-00c4-45b9-8df4-2518c061e564,"buka tabungan cepat dan mudah,aplikasi baik dan nyaman",5,buka tabung cepat mudah aplikasi baik nyaman,positive,neutral,neutral,neutral,0.0,0.0
04bcc5d8-f958-45c5-8878-fbf3519bb19f,bagus,5,bagus,positive,neutral,neutral,neutral,0.0,0.0
848df28c-af41-46b4-a466-e76f1caea93d,aplikasi jelek kaya gini fitur ribet mending hapus aja aplikasinya kocak tolol,1,aplikasi jelek kaya gin fitur ribet mending hapus aja aplikasi kocak tolol,negative,neutral,neutral,neutral,0.0,0.0
378f6f40-b00f-41ec-852b-7c0007c3a8e3,sangat bagus,5,sangat bagus,positive,neutral,neutral,neutral,0.0,0.0
363975ac-8f90-449e-a3ea-04d0cc234774,Tolong verivikasi nya diubah cukup dengan KTP dan verifikasi wajah yang cocok dengan KTP. Tanpa melalui no handphone,1,verivikasi nya ubah cukup ktp verifikasi wajah cocok ktp lalu handphone,negative,neutral,neutral,neutral,0.0,0.0
8b2d6035-f171-4dfc-bfe9-5fb4e12dd90f,"kesulitan masuk aplikasi, harus verifikasi dari perangkat sebelumnya. perangkat sebelumnya sudah rusak. pertanyaan masuk terlalu sulit. telpon operator dijawab sedang melayani pelanggan lain.",2,sulit masuk aplikasi verifikasi perangkat belum perangkat belum rusak tanya masuk terlalu sulit telpon operator jawab sedang layan langgan,negative,neutral,neutral,neutral,0.0,0.0
71e432ab-535e-467b-b7ae-bb835daa4b42,"kok gagal masuk terus ya ini kendalanya, atau lagi maintenance? saat ipo kaya gini malah aplikasi eror payah",2,kok gagal masuk terus kendala maintenance ipo kaya gin malah aplikasi eror payah,negative,neutral,neutral,neutral,0.0,0.0
305ad116-523b-44f2-ab6d-dc0743c7ade1,"hati² yg memiliki saldo di aplikasi ini, login tdk bisa alasan ada nya aktivitas mencurigakan, sedangkan verifikasi tanya jago sdh sesuai semua nya apa lg yg harus mencurigakan? sampai berbulan² tdk ada respod sama sekali saldo msh ada di dlm akun bank jago",1,milik saldo aplikasi login alas nya aktivitas curiga verifikasi tanya jago sdh sesuai semua nya apa curiga respod sama sekali saldo msh dlm akun bank jago,negative,negative,negative,negative,-0.4,-0.2732
f8684231-f506-4291-aa60-d78c58843510,"Lama² ni aplikasi makin jelek, login password benar, dibilang salah, saya rasa otak ai nya udh mulai gila",1,aplikasi makin jelek login password benar bilang salah rasa otak nya mulai gila,negative,neutral,neutral,neutral,0.0,0.0
2019e53f-3c6a-492e-bbc1-31b13cd0ed50,terbaik,5,baik,positive,neutral,neutral,neutral,0.0,0.0
a55dec71-9596-480f-8c43-b3cf3df874f1,bank aman dan terpercaya dan cepat 😎,5,bank aman percaya cepat,positive,neutral,neutral,neutral,0.0,0.0
99671716-4b8d-4eb7-8ddb-0916ab7b8273,okey,4,okey,positive,neutral,neutral,neutral,0.0,0.0
77d984c5-126d-4ff6-9d76-4f4af0efc1b4,sangan bagus aman dan amanah,5,sangan bagus aman amanah,positive,neutral,neutral,neutral,0.0,0.0
bb001a91-3e11-442e-b936-feb129c2a625,good joob,5,good joob,positive,positive,positive,positive,0.7,0.4404
c67209eb-5934-41e4-ab89-75170fd6737b,terbaik banyak bonusnya,5,baik banyak bonus,positive,neutral,positive,positive,0.0,0.5423
0a52646d-739b-4d31-9a38-10a80d16e418,saya suka,5,suka,positive,neutral,neutral,neutral,0.0,0.0
f5eb7619-aaea-4f07-8c97-997c1b7391b1,sudah jelas akun saya tapi di bikin pusing... padahal sebelumnya blom ada seperti itu sial,1,jelas akun bikin pusing padahal belum sial,negative,neutral,neutral,neutral,0.0,0.0
b56afe57-e7c2-4774-b6ff-4b70944be469,"gampang mudah, bener bener jago",5,gampang mudah bener bener jago,positive,neutral,neutral,neutral,0.0,0.0
3d424402-d948-4ab8-a77d-5985ffe1d7f8,good,5,good,positive,positive,positive,positive,0.7,0.4404
ee24e11d-3e95-4d19-9415-dbdbf8e4717a,ganti login HP aja langsung di blokir aneh bange,1,ganti login aja langsung blokir aneh bange,negative,neutral,neutral,neutral,0.0,0.0
2b8e5856-1f8d-4a5c-b065-4561118811ba,"kenapa sekarang ada levelnya, jadi makin susah buat transaksi dehh",2,sekarang level jadi makin susah buat transaksi dehh,negative,neutral,neutral,neutral,0.0,0.0
59112228-328b-4093-92a6-f55500eff11b,simpan uang di bank jago masih aman GK kak,2,simpan uang bank jago aman kak,negative,neutral,neutral,neutral,0.0,0.0
3c5f605f-fb0d-4289-bfa4-b5e2350a0a73,aplikasi bukan sekedar mobile banking tapi banyak gunanya,5,aplikasi bukan dar mobile banking banyak guna,positive,neutral,neutral,neutral,0.0,0.0
83210b7f-e5fd-4bbe-8857-1aad1ff408a1,tidak bisa transfer. hanya mutar mutar,1,transfer mutar mutar,negative,neutral,neutral,neutral,0.0,0.0
56184537-f290-404f-b736-32b2dbb50901,males bet ni aplikasi salah dikit saldo di potong 5rb slh dikit di potong lagi,1,males bet aplikasi salah dikit saldo potong slh dikit potong,negative,neutral,neutral,neutral,0.0,0.0
1cf3392b-ab4b-4d3e-9af0-4850bd335b37,Membantu menabung agar Finansial lebih terjamin.,5,bantu tabung finansial lebih jamin,positive,neutral,neutral,neutral,0.0,0.0
20ab4243-66cb-4140-8c7b-3bbbf645c6b9,barusan saya melakukan transaksi pemindahan dana antar bank kok dananya tidak masuk ya? tolong dijawab segera,1,barusan laku transaksi pindah dana antar bank kok dana masuk jawab segera,negative,neutral,neutral,neutral,0.0,0.0
a2b4b6c6-821b-418b-bfa7-3260f331b823,mantap abiss,2,mantap abiss,negative,neutral,neutral,neutral,0.0,0.0
4fae7e89-6fc8-4452-bc68-9f7baf756227,hati² pake aplikasi ini sudah 5 kali transfer gopay ke rekening jago tidak masuk² saldonya,1,pake aplikasi kali transfer gopay rekening jago saldo,negative,neutral,neutral,neutral,0.0,0.0
3097e9ed-6994-4921-9f3f-b993063aca78,"aplikasi gak jelas, gak bisa masuk, harus persetujuan hape sebelum nya, aplikasi paling tolol",1,aplikasi jelas masuk tuju hape nya aplikasi paling tolol,negative,neutral,neutral,neutral,0.0,0.0
3339ab8c-754f-45f4-ada7-7d686c45efde,"bank digital terkeren,terutama dari segi ui/ux nya kece parah,good work for developer & jago app👍",5,bank digital keren utama segi nya kece parah good work for developer jago,positive,positive,positive,positive,0.35,0.4404
46608b68-8a7b-469e-a052-333156bbb2aa,keren membantu traksansi,5,keren bantu traksansi,positive,neutral,neutral,neutral,0.0,0.0
25bf6d89-ab91-4ffd-adcd-8f13d745be81,dari perbankan yg mudah dan simple dan aman,5,perban mudah simple aman,positive,neutral,neutral,neutral,0.0,0.0
0d9a10f1-bf1f-4203-9a24-41a85babe9d5,"Belum nyoba tapi sudah buat dan buatnya lumayan mudah, makasih banyak bank Jago..",5,nyoba buat buat lumayan mudah makasih banyak bank jago,positive,neutral,neutral,neutral,0.0,0.0
4ccc8ba7-3eea-4ee9-a250-cbd6c07299a5,"belum pernah pake ni aplikasi, tapi pas mau buat akun gabisa karena nik sudah terdaftar???",1,pernah pake aplikasi pas mau buat akun gabisa nik daftar,negative,neutral,neutral,neutral,0.0,0.0
8f86ed5b-d412-43d9-b75c-64010bd2d41a,luar biasa,5,luar biasa,positive,neutral,neutral,neutral,0.0,0.0
5ed2e0ea-541d-49fd-a2ff-aa1dd6a35a82,akun saya dibatasi padahal tidak ada aktivitas illegal,1,akun batas padahal aktivitas illegal,negative,negative,negative,negative,-0.5,-0.5574
245093d8-160d-41c0-9297-b946ecb6d8cd,"Mau daftar aja dipersulit, udah berkali kali nelpon CS nya masih aja ga dapat kemajuan, udah hampir 2 Minggu coba daftar tapi masih aja ga bisa.",1,mau daftar aja sulit kali kali nelpon nya aja maju hampir minggu coba daftar aja,negative,neutral,neutral,neutral,0.0,0.0
0ae9c80e-79ec-4200-b7ca-cb03644e996b,sangat cepat dalam me tf ke bank lain,5,sangat cepat bank,positive,neutral,neutral,neutral,0.0,0.0
8c2bc33e-0a7b-4622-b304-72c99c227657,"Terima kasih telah mendaftar ke Jago. Sayangnya, kami tidak dapat menyetujui akun Anda. Laahhh??? Udah kaya mau minjem duit pake ditolak!",1,terima kasih daftar jago sayang tuju akun laah kaya mau minjem duit pake tolak,negative,neutral,neutral,neutral,0.0,0.0
57ee69d1-0328-42e9-864f-cf894a83a02e,aplikasi aneh mau login ke akun sendri pakai pertanyaan padahl nomor HP ad d HP sendiri parah,1,aplikasi aneh mau login akun sendri pakai tanya padahl nomor sendiri parah,negative,neutral,neutral,neutral,0.0,0.0
2e072463-e41f-47a6-accf-1fa789e441c0,Setelah saya punya bank jago smua aktivitas jadi mudah,5,punya bank jago smua aktivitas jadi mudah,positive,neutral,neutral,neutral,0.0,0.0
1ad05c9d-737e-4847-a552-72bd6843a148,aplikasi super keren,5,aplikasi super keren,positive,positive,positive,positive,0.3333333333333333,0.5994
7b3495d5-0174-469f-b816-01a733dc8099,"mantap ,,gak ribet the best pokonya😍😍😍🤩🤩🤩😘😘😘",5,mantap ribet the best,positive,positive,positive,positive,1.0,0.6369
5abde419-04f3-4740-a435-c3d905a85f6c,hari ini saya melakukan transaksi jam 11 kirim ke rekening jago atas nama sendiri.. di pemberitahuan email sudah terkirim tapi di rekening belum masuk saya mencoba menghubungi via Wa tp yg jawab bot dan tidak ada tindak lanjut nya.. via email tp tdk ada jawaban,1,hari laku transaksi jam kirim rekening jago atas nama sendiri pemberitahuan email kirim rekening masuk coba hubung via jawab bot tindak lanjut nya via email jawab,negative,neutral,neutral,neutral,0.0,0.0
6a475198-7db6-48eb-b6b8-bfc0fd11e679,"fitur' si udah bagus semua ya cukup lengkap dan memudahkan untuk semua pengguna di semua kalangan, tapi yg bikin saya heran tu satu sebenernya... saya bikin kartu debit di Apk nya dan katanya bakal di kirim tapi udah 1 minggu berlalu masih aja belum sampe aneh... saya chat customer service di Wa, Ig, bahkan nanya lewat website udh bbrapa kali ttp aja ga ada perubahan, masih belum sampe hingga hari ini. Masa iya uang saya ilang gitu aja?!",3,fitur bagus semua cukup lengkap mudah semua guna semua kalang bikin heran satu sebenernya bikin kartu debit apk nya kata bakal kirim minggu lalu aja sampe aneh chat customer service bahkan nanya lewat website bbrapa kali ttp aja ubah sampe hingga hari masa iya uang ilang gitu aja,neutral,neutral,neutral,neutral,0.0,0.0
bd703103-52e7-41aa-9633-4edf2abbfd62,mantappp,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
2e94b24d-7a4c-4c4a-82bf-6760488976f2,"sungguh aplikasi ini sangat buruk, padahal HP ku masih baru, tetep saja bug atau blank.. pelayanan tidak baik registrasi juga lama.",1,sungguh aplikasi sangat buruk padahal baru tetep bug blank layan baik registrasi lama,negative,neutral,neutral,neutral,0.0,0.0
1e3e6eab-1915-4cc7-82e1-56e0a2a90dd4,"Aplikasi Banking Terbaik,, cuma Saran aja buat CS Bank nya kalau bisa Fast Respon..",5,aplikasi banking baik cuma saran aja buat bank nya kalau fast respon,positive,positive,neutral,positive,0.2,0.0
363eb4de-0f3f-4992-9cf1-3123e3ebd8bc,"bank jago ribet, saya mau masuk ke akun saya jdi ga bisa gara gara ada pertanyaan",5,bank jago ribet mau masuk akun jadi gara gara tanya,positive,neutral,neutral,neutral,0.0,0.0
9bc76b62-804b-4777-b181-36c5a6fbab17,mempermudah dalam membagi keuangan,5,mudah bagi uang,positive,neutral,neutral,neutral,0.0,0.0
a95a4b5b-fcbb-4be8-a6a7-8244eab53f6f,Mantap,5,mantap,positive,neutral,neutral,neutral,0.0,0.0
b681cd0b-0b22-462f-b496-1c8daea13835,jangan pake aplikasi inih..saldo puluhan juta lenyap dan gak bakal kembali..,1,jangan pake aplikasi inih saldo puluh juta lenyap bakal,negative,neutral,neutral,neutral,0.0,0.0
0251d88f-b0b4-4f0b-bcbd-2e6324583033,sangat luar biasa cepat transaksi ny,5,sangat luar biasa cepat transaksi,positive,neutral,neutral,neutral,0.0,0.0
da1f9411-2e0c-4aa0-849c-c1bcd26e101b,makin kesini makin jelek,1,makin kesini makin jelek,negative,neutral,neutral,neutral,0.0,0.0
262ed68a-70e2-448c-b758-78bf9a49e54d,kalau hadiah saya yg 25 ribu masuk baru saya tambah bintang nya,2,kalau hadiah ribu masuk baru tambah bintang nya,negative,neutral,neutral,neutral,0.0,0.0
bdddcd36-f868-426c-8660-725262d14e16,kecewa pake bank jago tidak bisa di akses pedahal nik semuanya sesuai tapi tidak bisa login parah bener bener parah nih bank jago,1,kecewa pake bank jago akses pedahal nik semua sesuai login parah bener bener parah nih bank jago,negative,neutral,neutral,neutral,0.0,0.0
f9a41ff7-6592-4342-8167-11a52db60210,"Bank Jago Syariah memang Top saya suka sistem pengoperasian dan transaksi sudah canggih, aman terpecaya",5,bank jago syariah memang top suka sistem operasi transaksi canggih aman terpecaya,positive,positive,positive,positive,0.5,0.2023
fae8aa60-14a5-48de-9f91-31e317212d7d,"gimana aku ga betah pakai jago, tiap bulan dapat gratis tf 150 kali .. thanks JAGOOO Moga makin sukses yaaaa 😍😍😍😍",5,gimana aku betah pakai jago tiap bulan gratis kali thanks jago moga makin sukses,positive,positive,positive,positive,0.2,0.4767
dd0cf75d-0535-444f-9749-3b92c6d99d60,"ini kenapa nggak bisa tranfer woi, heran ada gangguan terus tiap hari , gangguan kok nggak kelar kelar",1,tranfer woi heran ganggu terus tiap hari ganggu kok kelar kelar,negative,neutral,neutral,neutral,0.0,0.0
0097faa6-7581-4604-bf4f-e2d8d2c9dbea,ok bnget,5,bnget,positive,neutral,neutral,neutral,0.0,0.0
002526c9-1f25-4e4a-a035-91f7ac93f257,min kan hp saya hilang terus gimana ini min bisa di bantu GK min,4,min kan hilang terus gimana min bantu min,positive,neutral,neutral,neutral,0.0,0.0
0dfbd5b6-abe1-49f1-94f6-cee9228ac741,"sangat ribet nmr hp ilang gk ada pusat bantuan d awal/ semacemnya,gimana mau masuk klo minta kode otp yg nmrnya sudh hilang tolol",1,sangat ribet nmr ilang pusat bantu semacemnya gimana mau masuk kalau minta kode otp nmrnya sudh hilang tolol,negative,neutral,neutral,neutral,0.0,0.0
4751aa71-c632-42ae-98d8-d13dba5ad1e1,manntap...dan Sangat Mudah untuk daftar serta transaksi...,5,manntap sangat mudah daftar transaksi,positive,neutral,neutral,neutral,0.0,0.0
af83064c-e618-426b-8567-e77db374bdff,"Transaksi Gopay Tabungan selalu delay. perlu 2 kali top up baru bisa, kan ribet kalo lagi butuh cepat buat transportasi GOJEK.Kerjasama apa seperti itu. ngga ada fee admin tapi harus dikorbankan dengan saldo tidak masuk ke Gopay aplikasi GOJEK, sama saja bohong. Rugi waktu.",1,transaksi gopay tabung selalu delay perlu kali top baru kan ribet kalau butuh cepat buat transportasi apa fee admin korban saldo masuk gopay aplikasi gojek sama bohong rugi waktu,negative,positive,negative,negative,0.5,-0.128
046541b6-5497-4131-9bbd-701ed83cf7c8,excellent,5,excellent,positive,positive,positive,positive,1.0,0.5719
f7b38d5b-4efe-44fc-98e5-905bfef8da3f,sangat puas terima kasih,5,sangat puas terima kasih,positive,neutral,neutral,neutral,0.0,0.0
be8a2d11-43fc-4367-a209-ac9ca710e699,bintang sudah menjelaskan,5,bintang jelas,positive,neutral,neutral,neutral,0.0,0.0
5bcf29f6-cf54-4d6f-987e-a9527a112b83,saya kasih full bintang dah bisa membantu masyarakat dalam bentuk transaksi mudah dan simpel,5,kasih full bintang bantu masyarakat bentuk transaksi mudah simpel,positive,positive,neutral,positive,0.35,0.0
42811111-8329-4655-8aa7-8937b4a816b5,"Bank Jago sudah semakin baik, tinggal CSnya tingkatkan lagi dan perbanyak lagi gratis transfer / tarik tunainya. Fitur yang saya harapkan adalah CHAT/TLP CS LANGSUNG VIA APLIKASINYA, ini kan aplikasi bank digital yaa seharusnya fitur kaya gitu harus segera diterapkan, karena bila terjadi masalah pada sistemnya kita bisa langsung menghubungi CSnya dengan mudah tanpa harus ke email atau WA (Wanya bot + Slow respon) padahal kita butuh jawaban yang ditangani langsung oleh manusia",4,bank jago makin baik tinggal csnya tingkat banyak gratis transfer tarik tunai fitur harap langsung via aplikasi kan aplikasi bank digital yaa fitur kaya gitu segera terap bila jadi masalah sistem langsung hubung csnya mudah email wanya bot slow respon padahal butuh jawab tangan langsung manusia,positive,negative,positive,positive,-0.15000000000000002,0.0516
8223daf3-5ae0-42fe-87d9-5eed454ac21e,aplikasi keren bener bener rekomended bgt buat kalian yg suka transaksi gratisan,5,aplikasi keren bener bener rekomended banget buat kalian suka transaksi gratis,positive,neutral,positive,positive,0.0,0.0516
a823c43e-efff-4ff0-84a8-494344906b3b,"atur ulang pasword selalu koneksi internet terputus padahal jaringan bagus udah coba terus"" mala sama lapor ke tanya jago tidak ada respon",1,atur ulang pasword selalu koneksi internet putus padahal jaring bagus coba terus mala sama lapor tanya jago respon,negative,neutral,neutral,neutral,0.0,0.0
0ebce01c-dcea-4acb-bb5e-50398535a523,"Gokill pendaftaran verifikasi KTP di lakuin cepet banget, 1 tahun lalu padahal harus nunggu 1-3 jam sekarang langsung ngebut gokil",5,gokill daftar verifikasi ktp lakuin cepet banget tahun lalu padahal nunggu jam sekarang langsung ngebut gokil,positive,neutral,neutral,neutral,0.0,0.0
d6ad0666-5596-491f-902b-c0108d6fbd97,tidak bisa login akun sendiri karena akun sudah lama tidak aktif. pertanyaan keamanan sudah lupa semua. padahal nomor hp dan juga nama KTP sudah benar dan milik sendiri. Call Center tidak berfungsi karena pertanyaan yg diajukan jg sama dengan yg ada di aplikasi. dan sudah lupa. sangat tidak membantu,1,login akun sendiri akun lama aktif tanya aman lupa semua padahal nomor nama ktp benar milik sendiri call center fungsi tanya aju sama aplikasi lupa sangat bantu,negative,neutral,neutral,neutral,-0.1,0.0
0af0748a-5a24-44e7-a7bc-a57f0c9daf63,"perbaiki customer servicenya ga berguna, tolong dicek ga kerja itu csnya, ga bisa respon keluhan",1,baik customer servicenya guna cek kerja csnya respon keluh,negative,neutral,neutral,neutral,0.0,0.0
60f68677-a6a7-4d07-bc16-b7afdf7bdb5b,"NGIRIM UANG PAKE PASSWORD , BUAT APA BIOMETRIC 😂",1,ngirim uang pake password buat apa biometric,negative,neutral,neutral,neutral,0.0,0.0
84d84c52-5881-4581-a66d-0afc821f4abb,"jarang pakai apk ini sekali nya mau pakai malah gangguan, mana mau bayar tagihan, uang nyangkut apes",1,jarang pakai apk sekali nya mau pakai malah ganggu mana mau bayar tagih uang nyangkut apes,negative,neutral,neutral,neutral,0.0,0.0
b48aebff-5d7f-49bb-b9a3-e76414ce5f42,jangan sekali kali pake aplikasi bank jago akun bank jago gua d.kunci tanpa alasan yg jelas d.bikin ribet gak ada tanggung jwb dri pihak bank jago. kaya se olah2 mau ngambil tabungan nasabah. seblum terlambat jgn pernah pake aplikasi ini saya sangat2 menyesal.,1,jangan sekali kali pake aplikasi bank jago akun bank jago gua alas jelas ribet tanggung jwb dri pihak bank jago kaya mau ngambil tabung nasabah seblum lambat jgn pernah pake aplikasi sesal,negative,negative,negative,negative,-0.4,-0.2732
99b40700-54d1-44e4-8595-09622afc8c96,sangat menbantu,5,sangat menbantu,positive,neutral,neutral,neutral,0.0,0.0
416109cf-b4d7-4075-ac4b-e9292ad5043c,sayangnya sering troble,3,sayang sering troble,neutral,neutral,neutral,neutral,0.0,0.0
05036624-d874-4b8d-8378-db90060892ff,mencobah,5,mencobah,positive,neutral,neutral,neutral,0.0,0.0
e623cb1f-768b-4873-91e2-d9ee76b91b63,good,5,good,positive,positive,positive,positive,0.7,0.4404
6722a408-621a-428b-8af1-c65e7694a2e5,"Halo bank jago. mohon bantuan agar saya bisa login lagi ke akun bank jago, nomor hp saya masih aktif dan masih bisa terima otp, yg bikin ribet tu pertanyaan keamanan saya lupa jawabannya, jadi saya terkatung katung di pertanyaan keamanan ga bisa masuk ke menu, jadi saya mau hubungi call center jago sekali di telpon bisa makan pulsa sampai 100rb, jadi saya kira dengan harga pulsa segitu tidak relevan utk hubungi call center jago. saran pertanyaan keamanan di ganti saja dgn scan wajah, selesai",5,halo bank jago mohon bantu login akun bank jago nomor aktif terima otp bikin ribet tanya aman lupa jawab jadi katung katung tanya aman masuk menu jadi mau hubung call center jago sekali telpon makan pulsa jadi kira harga pulsa segitu relevan hubung call center jago saran tanya aman ganti scan wajah selesai,positive,neutral,neutral,neutral,-0.1,0.0
