mekar 1
sakit -2
tidak dapat ditagih -1
cepat 0
malas -2
pelaut -2
daya 0
lebih suka 2
sempurna 2
tajam 2
mengejek -2
mengancam -2
terkenal 2
menyalahkan -2
perasaan 0
masam 2
teguh 2
salah -2
kebutaan -1
fakta 0
disalahpahami -2
pembual -2
dibenci -2
tak berujung -1
titik 2
pusat 0
tidak tahu berterima kasih -2
pemberi peringatan -2
menjerit -2
berkarat -2
kekeringan -1
keberlanjutan 1
licik -2
bau busuk 0
teliti 1
prospek 1
tidak dapat diambil kembali -1
pelindung 1
membuat trauma -2
hapus -1
Keamanan 1
kedangkalan -2
sesak napas 2
tolak -2
untungnya 2
mengapung 1
momen penting 2
berdebat -2
pengurangan -1
sangat mengagumkan 2
ketidaksetaraan -1
berkelanjutan 1
membenci -2
termudah 1
hampir tidak -2
berliku-liku -2
mengherankan 2
tidak sopan -2
lebih marah -2
tidak praktis -2
berbahaya -1
bergaya 2
tidak dapat menyesuaikan diri -2
sibuk -1
ditempa -1
titik putus -2
apa -2
dilaporkan -2
dengan kuat 1
dengan tak terduga -2
tidak dapat diatur -2
salah -2
luas 1
lelah -2
tidak tahu berterima kasih -2
pembela agama -2
terputus-putus -1
terpuji 2
drama-2
kepuasan 2
pro-Kuba 2
tenang 1
disosialisasikan -2
dikeringkan -2
penyembahan 2
sombong -2
kamu menjauh -2
pingsan -1
menuduh -2
sapi -1
barbar -2
utilitas 1
tidak aktif -1
menurunkan moral -2
sakit kepala -1
menarik kembali -1
cobaan -2
berkilauan 2
tekanan 0
ketulusan 1
munafik -2
substansial 1
hilang -1
subur 1
kekeliruan -2
dapat diakses 1
sangat menyedihkan -2
kawan 2
menyedihkan -2
menundukkan -2
dengan gelisah -2
terganggu-biarkan -2
kesal -2
patut diirikan 2
membara -2
kemuliaan 2
iblis -2
memburuk -1
bingung -2
jelas-jelas -2
klaim 0
minat 1
lemah -2
fanatik -2
bersemangat 2
langsung saja 2
dapat dididik 1
berbahaya -1
menipu -2
cuci otak -2
kejahatan -2
pendukung 2
memabukkan -1
karismatik 2
korban -1
bekerja sama 1
buas -2
misterius -2
bawahan -1
pembenci -2
sangat mengecewakan -2
interupsi -1
ilusi -2
pemalu -2
boneka -2
positif 2
membungkuk -1
penghinaan -2
kemalasan -2
kekaisaran 1
ventilasi -2
kelas satu 2
pemurnian 1
belum selesai -1
noda -1
hadiah 2
transportasi 0
melanggar -2
mewah 2
mengintai -2
dengan tulus 2
merebut -2
ditingkatkan 1
kutub tunggal -2
sadar -2
tenang -1
gangguan -1
kejatuhan -2
ketegangan -1
setelan 1
perspektif 0
kesulitan -2
menangis -2
anarkis -2
risiko rendah 1
sakit -1
banteng 1
fasilitas 1
bandel -2
bahaya -1
bagaimanapun juga 0
menarik 2
argumen -1
sentimental 2
putus asa -2
permata 1
ribut -2
ketidakbiasaan -2
bersyukur 2
melengkapi 1
terlalu berlebihan -2
catatan 0
menyiksa -2
karisma -2
sayangnya -2
menyemburkan 1
tidak dapat diganggu gugat 2
memukul -1
pembunuh -1
agresor -2
sekop -2
penderitaan -2
ketidaksesuaian -2
berbudi luhur 2
oposisi -2
keberatan -2
merendahkan -2
Maaf -1
gulat -2
menyetujui 2
Pahlawan 2
mendebarkan 2
mengalahkan 2
negatif -1
kesal -2
cacat -1
kokoh 1
sakit -2
eksplisit 2
keluhan -2
sopan 1
membela 2
meratapi -2
putus asa -2
pemahaman 1
meremehkan -2
semakin 0
selamat 2
salah informasi -2
cabul -2
sampah -1
sederhana 1
merendahkan -2
adaptif 1
gagah berani 2
reaksioner -2
bizantium -2
mengerikan -2
bisa 0
apalagi 0
tampaknya 0
dari -1
berbeda 1
sakit -2
penuh perhatian 2
tak tertahankan -2
meremehkan -2
barang rongsokan -1
terisolasi -1
destabilisasi -2
kehilangan -2
besar 0
membuat gelisah -2
senang 2
tidak bermoral -2
menciut -2
kejutan 0
bajingan -2
tidak penting -2
cabul -2
lebih mudah 1
brutalisasi -2
menindas -2
berbahaya -2
palsu -2
terkutuk -2
untuk 1
hemat 1
sah 2
mengomel -2
faktual 0
ketidaksesuaian -2
obesitas -2
janji 2
sepadan 1
menghujat -2
turun tahta -1
berlebihan -2
kegilaan -2
berbatu -1
hubungan 0
penghakiman 0
kekurangan -2
menimbulkan -2
belum memutuskan -1
kepentingan pribadi -2
validitas 1
dengan kesal -2
haus darah -2
cacat -1
kenakalan -2
menekan -1
diulangi 0
menarik 2
dermawan 1
bayangan -1
menajiskan -2
anti- -2
memalukan -2
iri hati -2
tahu 0
pengkhianat -2
darah 0
pingsan -2
ofensif -1
delusi -2
dengan cemerlang 2
kilau 2
ketidakmanusiawian -2
mengancam -2
pemaksaan -2
menjijikkan -2
penganut 1
kerumitan -2
ledakan 1
keluhan -2
tidak dikenal -1
mendamaikan 2
neurotik -2
belum terselesaikan -1
samar-samar -1
kesengsaraan -2
terpapar -1
raksasa 0
meyakinkan 2
adil 1
baik 1
persahabatan 1
kepura-puraan -2
tidak berbahaya 2
menampar -2
menyerah -1
belajar 1
tidak berperasaan -2
penasaran 2
dengan bersemangat -2
belerang -2
bagus 2
ego-2
anti-proliferasi -2
kegagalan -1
kerincingan -2
berlebihan -2
kecaman -2
bermaksud 0
kepuasan 2
obati 1
salah -1
fleksibel 2
khawatir -2
membingungkan -2
geser -2
menghalangi -2
menghancurkan -1
namun 0
teguran -2
sudut pandang 0
dengan senang hati 2
terorisme -1
menekan -1
melarang -1
dengan waspada -2
naga -2
tidak beradab -2
cocok 2
tercekik -2
berkilau 2
bersorak 2
penilaian 0
berharga 2
dengan bebas -2
atas 1
sia-sia -2
tidak populer -2
mengobarkan -2
memudar -1
memuaskan 2
delusi -2
santai 1
periang 2
memancing -2
garis pertempuran -2
totaliter -1
pertahanan 1
dapat dicapai 1
belajar 0
perselisihan -2
penyayang 2
sinyal 0
kecerdasan 1
ngantuk 0
tidak murni -2
kaku -1
berapi-api 1
memuja 2
mengganggu -2
memaksakan -1
larangan -2
terbaik 2
tak terkatakan -2
ramah 2
menyesakkan -2
sembarangan -2
damai 1
lembut 2
tidak adil -2
berbakat 2
menyebar luas -2
masalah -1
pemarah -2
kelemahan -2
brutal -2
tuntutan 0
patut ditiru 2
rak -2
bersih 1
kesuraman -2
menyederhanakan terlalu sederhana -1
tak terbayangkan -2
kuno -2
dengan gembira 2
ketidaktahuan -2
jaminan 1
truf 2
penyintas 1
wajib -1
mengganggu -2
berdalih -2
memuji 2
tidak biasa 2
menjengkelkan -2
selamat 2
keagungan 2
pulih 1
tidak memadai -1
takdir 2
menyegarkan 1
segar 1
tidak terbayangkan -2
selangit -2
pemotongan -2
menjengkelkan -2
berbakat 2
keteguhan 2
pembohong -2
meremehkan -2
rusak -1
merendahkan -2
disayangi 2
kesepian -2
penjara -1
menghukum -2
kasar -2
prestasi 1
menyesatkan -2
jahat -2
subversif -1
dengan penuh tekanan -2
tak kenal takut 2
bersertifikat 0
pasien 1
pembalasan dendam -2
populer 1
keberpihakan -2
membebaskan 1
optimisme 2
memaksa -2
mewah 2
memaksakan -1
dengan sombong -2
peringatan -1
ironis -2
memberatkan -2
taktik -2
sinyal 0
sangat melemahkan semangat -2
bobrok -2
khusus 1
mengizinkan 1
penurun -2
liar -1
dengan sedih -2
mulish-2
apa pun -1
menyenangkan 2
penderita -2
menyeringai 2
oposisi -2
suaka 1
tidak likuid -1
menyia-nyiakan -2
anti-semit -2
tersirat 0
ganas -2
senang 2
kematian -2
terbalaskan -2
waras 2
canggung -2
tolak -2
kekotoran -2
mengevaluasi 0
meratap -2
kotor -1
berbelit-belit -2
tunggul -1
meragukan -2
menuduh -2
terhuyung-huyung -2
pelanggaran -2
menggelikan -2
dingin -1
petualangan 2
lebih menakutkan -2
berkembang 1
petak -2
memperburuk -2
menurunkan moral -2
lucu sekali 2
diskriminasi -1
kekasih 2
sangat 2
bantuan 1
tidak adil -2
belerang -2
pesona 2
disiksa -1
secara tidak menyenangkan -2
bom -1
stereotip -2
dengan fasih 2
kekacauan -2
persahabatan 1
tajam -2
kasih sayang 2
peluruhan -2
kepositifan 2
memelihara 2
jalan buntu -2
bersikeras -2
bijaksana 1
mengalegorikan 0
kamu -1
contoh 2
tidak memadai -1
tumpul -2
pamer -2
terkenal 2
disederhanakan 1
salah arah -2
tugas -1
merendahkan martabat manusia -2
tidak diinginkan -2
taktik -2
jelek -2
seragam 1
secara sederhana -2
permohonan -1
kekalahan -1
terombang-ambing -2
disuapi -2
ahli 1
tandus -2
sia-sia -2
kekacauan -2
proporsional 0
sekarat -1
menyalahkan -2
berkhasiat 1
pengecut -2
mengetahui 0
argumen -1
tidak ada kejadian penting -1
dilapisi gula -2
bangkai kapal -1
benar 2
kekejian -2
menarik 2
pembohong -2
Kesalahpahaman -2
menegaskan 2
kemeriahan 2
tepat 1
terselubung -2
tak terbayangkan -2
keras hati -2
mendapatkan 1
imajinatif 2
rekomendasi 2
tak pernah puas -2
ucapan 0
rasionalitas 1
orang tolol -2
terobosan 1
pujian 2
unggul 1
beragam 1
kehormatan 1
gembira 2
pusing -2
tidak akurat -2
menghargai 2
lempar -1
kekhawatiran -2
goyah -2
kesopanan 2
bersemangat 2
brengsek -2
terkemuka 1
tuntutan 0
tidak terbiasa -1
integritas 2
menakutkan -2
lebih baik 2
menyerah -2
berlimpah 2
bersejarah 1
menjilat -2
humanis 1
pantas 2
mencium -1
menarik 2
meramalkan 0
dengan polos 2
bangkrut -1
antagonis -1
tempat tidur panas -2
tidak produktif -1
kesempatan 2
tidak menyenangkan -2
perayaan 2
dengan sedih -2
sombong -2
bekas luka -2
dapat diprediksi 0
kusut -1
anarki -2
berpikir 0
menjengkelkan -2
padamkan -1
salah -2
tekun belajar 2
terkenal -2
bodoh -2
menghalangi -2
tidak ramah -2
merancang -2
luar biasa 2
membodohi -2
sangat mengejutkan -2
apatis -2
udara 0
pemotongan -2
gairah 2
menginspirasi 2
nilai 1
bertanggung jawab 1
pelecehan -2
tidak dapat diterima -2
semprot -2
berharap 2
konyol -2
penjahat -2
potensi 1
teror-genik -2
tidak perlu -1
benar 2
lengkap 1
akan 0
kesetaraan 1
gemuk -1
terkenal 2
berjudi -1
obesitas -2
melengking -2
dengan jahat -2
tak ternilai 2
sungguh-sungguh 2
indoktrinasi -2
mengejek -2
patut dipuji 2
tempat tidur yang berantakan -2
hanya -2
harus 0
ketidaktepatan -1
penghakiman 0
menyenangkan 2
rasa 0
melanggar -2
puncak -1
pensiun -1
pertarungan -1
tidak ramah -2
menggembirakan 2
secara diam-diam -2
harmonis 2
optimis 1
menyindir -2
keyakinan 0
sering 0
kekurangan -2
aneh -2
mengangkat bahu -1
di atas 1
buruk -2
lambat -1
pembunuh kegembiraan -2
dengan penuh semangat 2
setan -2
butuh -1
lucu 2
putus asa -2
tak terlupakan 2
permintaan 0
berulang-ulang -1
fitnah -2
traumatis -2
merugikan -2
terobosan 2
mempropagandakan -2
dengan sangat tinggi 2
dominasi -2
jantung 1
membingungkan -1
secara realistis 2
heroik 2
curiga -2
drastis -2
kelebihan biaya -2
Maaf -2
nyaman 1
lepuh -2
kejam -2
dengan cermat 2
menakjubkan 2
kebohongan -2
mudah percaya -2
bencana -2
menjerit -2
tertinggi 2
pemfitnah -2
tidak layak -2
aneh -2
manipulasi penawaran -1
merajuk -2
dengan lembut 1
pragmatis 2
menaklukkan 2
kebijaksanaan 2
ketidaksopanan -2
kebencian -2
konspirasi -2
ketidaktahuan -2
bintang 2
kesopanan 1
pendendam -2
mengandaikan 0
kemalangan -2
menawan 2
menyibukkan diri -1
menyesal -2
marah -2
tunduk -2
abadi 2
mencuri -1
kambing hitam -2
garis keras -2
memperbaiki 2
bergulat -1
penolakan -2
rohani 2
tidak digunakan dengan baik -2
tercengang -2
kemajuan 1
perjuangan -2
orang kafir -2
penghindaran -1
dengan gigih -2
menikmati 1
penyempurnaan 1
kewajiban 0
agresi -2
kurang ajar -2
sedih -2
memaksakan -2
buatan -1
kehormatan 2
sensasi 2
berhenti -2
cacat -1
mimpi 2
tusukan -1
tahanan -1
perceraian -1
tidak jelas -1
dapat dipastikan 2
menarik 2
terpenting 2
skema -1
ketidakadilan -2
menggoda -2
penjarahan -2
fatamorgana -2
bawahan -1
sopan 2
kaya 2
sial -2
pengabdian 2
kurang -2
pemimpi 2
horor -2
remaja 0
protes -2
norak -2
pelanggaran hukum -2
kekurangan -2
gila -2
menganiaya -2
lemah -1
ban -1
pertengkaran -2
biasa saja -1
kesederhanaan 1
tanpa kekerasan 0
bayi 0
perbaikan 1
memikat 2
memuaskan 1
mengerikan 2
kematian -1
memaafkan 2
panduan 1
diam -1
berhasil 1
sejujurnya 2
tidak diragukan lagi 2
meremehkan -2
merugikan -2
konstitusi 0
marah -2
mengartikulasikan 2
menggiling -2
senang 2
tertekan -2
merengek -2
membenci -2
suka berperang -2
penjahat -2
kerugian -1
kusut -2
tidak terkendali -1
tidak sopan -2
terhormat 2
mengejutkan -2
menakutkan -2
dangkal -2
gangguan -1
kerusakan -1
bisa dimaafkan 2
kekejaman -2
muram -2
membahayakan -2
garis keras -2
tidak bisa dihancurkan 2
gerombolan -1
berduka -2
sesuai 2
terhormat 2
pemarah -2
ketidakseimbangan -2
gigih 2
keraguan -2
cinta 2
mengerikan -2
langkah 2
agung 2
pembukaan 2
suci 1
pengganggu -2
pujian 2
kelangkaan -2
anak 2
batasan -1
orang miskin -2
monolog 0
dramatis 0
dirampas -1
genit -2
lancar -2
ambiguitas -2
berkurang -1
fitnah -2
bingung -2
terinfeksi -1
pengganggu -2
sangat pedas -2
tidak pandang bulu -2
berkhotbah 2
kegilaan -2
kekalahan -2
tidak sempurna -1
tanpa noda 2
tak tergantikan 2
mencibir -2
berbau busuk -2
paling menakutkan -2
bermanfaat 1
mengurangi -1
juara 1
ketidaksenangan -2
tidak punya pikiran -2
pemberontak -2
penghinaan diri -2
cacian -2
firasat -2
bijaksana 2
subur 1
secara harmonis 2
kemiringan 2
memberi energi 1
mengabaikan -2
menenangkan 1
memutarbalikkan -2
sakit kepala -1
pencegah -1
ketangguhan -2
pengecut -2
terburu nafsu -2
penderita -2
perspektif 0
menangkap 2
mentalitas 0
cocok 2
berpikir 0
fitnah -2
mengerikan -2
menakutkan -2
menyinggung -2
pendewaan 2
kegembiraan 2
perlindungan 2
perbedaan 0
gemuruh -2
khidmat -1
sisi negatif -2
sia-sia -2
tekun 2
keretakan -2
tekan 1
tampaknya 0
menggelikan -2
ilusi -2
kesadaran 0
stabilitas 1
saling menjelek-jelekkan -2
terkemuka 1
berimprovisasi 0
tidak puas -2
kekurangan -1
samar-samar -2
mengatasi -1
emosi 0
menghibur 2
tidak bijaksana -2
simpati -2
bagaimanapun juga 0
tidak kompeten -2
mengejek -2
brutalisasi -2
ejekan -2
patriot2
memperburuk -2
penyerbuan -1
mendidih -2
bau busuk 0
redup -2
menetap -1
legitimasi 1
lucu 2
enggan -1
misteri -2
menenangkan 2
tak tertahankan -2
moderasi 2
kekurangan -1
ganas -1
ketulusan 1
menyegarkan 1
subversi -1
mantra 0
kesukaan 2
mungkin 0
asyik 0
secara substansial 1
melodramatis -2
tidak bersalah 1
pengemis -2
menggairahkan 1
menipu -2
aneh -2
tidak tepat waktu -2
cepat 1
biarkan -2
berkenan -2
hanya 0
tidak menghormati -2
ruam -2
merugikan -2
menyedihkan -2
tidak yakin -2
percaya -2
sindiran -2
amal 1
mengoceh -2
monoton -2
ironi -2
kesedihan -2
dicuri -1
tidak nyaman -1
lainnya 0
samar -1
tak tahu malu -2
kebanjiran -2
jenis 2
sepenuhnya 0
memaafkan 2
efektivitas 1
kekejaman -2
membuat marah -2
dukungan 2
menggagalkan -2
ekstrimis -1
serius -2
penghasut -2
keharusan 2
propaganda-2
berperingkat rendah -2
modis 2
penindasan -2
mengidealkan 2
layak 1
pemabuk -2
sayangnya -2
radikal -2
membantah -2
rasa malu -2
menimbun -2
tidak dapat dijelaskan -1
wawasan 2
kegilaan -2
pembalasan -1
memurnikan 1
tidak tahu berterima kasih -2
keramahan 1
membujuk 2
rasa jijik -2
ketinggalan jaman -1
kritikus -2
Keamanan 1
kemampuan 1
umum 1
dibantai -1
tidak masuk akal -2
perisai 1
menggoda 2
menantang -2
kepastian 2
sinis -2
bunga 1
kenikmatan 2
bisa dimengerti 2
inflamasi -2
menyapa -1
tangguh -2
terlalu disederhanakan -1
kemauan 2
rewel -2
tidak tulus -2
terbuka 0
dapat dilayari 1
merusak -2
menakjubkan 2
kegelisahan -2
khawatir -2
prasangka -2
berdosa -2
keajaiban 2
orang luar -1
mengoceh dengan cerewet -2
so-cal -2
manipulatif -2
alur 1
kejelasan 1
kompromi 1
pikiran 0
mengasingkan -1
mengingatkan 2
mencari kemartiran -2
menguntungkan 1
wawasan 0
semangat 2
pengusiran -2
menghibur 1
mulia 2
dengan jelas 2
tidak sepadan -2
berlebihan -2
renggang -1
manuver -1
merendahkan -2
gigih -2
pengekangan 1
curhat 0
cerdik 2
menenangkan 0
cemas -2
bersemangat 2
konflik -1
mengerikan -2
menggugah 2
ketidakadilan -2
babak belur -1
bahagia 2
memuakkan -2
takdir 0
Pahlawan 2
berempati -2
peringatan 0
putar -2
pembenaran 2
bias-2
rakyat jelata -2
tidak percaya -2
dengan berani 2
dalam 0
bengkok -2
kisi-2
memalukan -2
bertenaga tinggi 0
pertengkaran -1
Masalah -1
sangat memukau 2
pengkhianat -2
kenangan 0
menguras -2
bodohnya -2
menipu -2
tidak menyesal -2
pendapat 0
kesucian 2
menikmati 1
bajingan -2
ketidakpercayaan -2
berlangganan 1
emas 1
mewah 2
kejahatan -2
luar biasa 2
mengeluh -2
memperkuat 0
rasis -2
dengan keras -1
tak terhitung banyaknya 0
tekun 2
mengutuk -2
tak tertandingi 2
fanatik -2
ketidakcocokan -1
tidak sopan -2
keruh -1
sangat mengecewakan -2
simpati -2
kemauan 2
perang salib 2
tepat 2
tikungan -1
utuh 1
tercela -2
menyentuh 0
menjanjikan 2
tidak diragukan lagi 2
menyukai 2
melarikan diri -2
mengomel -2
mengagumi 2
membahagiakan 2
sentimentalitas 2
bertujuan 2
represi -2
memahami 0
tidak masuk akal -2
genting -1
gurun -2
realisasi 0
berwibawa 1
omong kosong -2
benar-benar 0
emosi 0
tidak layak -2
bermoralitas 2
gunakan -2
perbaikan 2
wawasan 2
kecanduan -1
ditegakkan 2
dengan penuh semangat 2
tidak tahu terima kasih -2
menghalangi -2
represi -1
